Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Melbourne,3054,Carlton North,D Public order and security offences,D30 Public nuisance offences,1,,,
Mount Alexander,3451,Chewton,C Drug offences,C10 Drug dealing and trafficking,1,1,,0
Moira,3728,Wilby,B Property and deception offences,B20 Property damage,1,,,
Melbourne,3054,Carlton North,D Public order and security offences,D10 Weapons and explosives offences,1,3,,2
Bass Coast,3925,Newhaven,B Property and deception offences,B50 Deception,1,1,,0
Wangaratta,3732,Moyhu,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,,0
Melton,3023,Caroline Springs,F Other offences,F90 Miscellaneous offences,1,1,,0
Wyndham,3024,Mambourin,A Crimes against the person,Other crimes against the person,1,2,,1
Frankston,3977,Skye,B Property and deception offences,B10 Arson,1,3,,2
Moyne,3268,Nullawarre,B Property and deception offences,B40 Theft,1,1,,0
Greater Bendigo,3453,Ravenswood,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Mount Alexander,3462,Muckleford South,B Property and deception offences,B40 Theft,1,,,
Cardinia,3814,Garfield North,A Crimes against the person,A20 Assault and related offences,1,,,
Baw Baw,3833,Noojee,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Hepburn,3461,Eganstown,A Crimes against the person,A20 Assault and related offences,1,,,
Melton,3338,Weir Views,A Crimes against the person,A50 Robbery,1,5,,4
South Gippsland,3953,Wild Dog Valley,B Property and deception offences,B20 Property damage,1,,,
Ballarat,3352,Cardigan,A Crimes against the person,Other crimes against the person,1,2,,1
Kingston,3194,Moorabbin Airport,D Public order and security offences,D10 Weapons and explosives offences,1,3,,2
Latrobe,3844,Traralgon South,B Property and deception offences,B10 Arson,1,2,,1
Golden Plains,3351,Berringa,B Property and deception offences,B20 Property damage,1,1,,0
Greater Shepparton,3616,Harston,A Crimes against the person,A20 Assault and related offences,1,,,
Towong,3700,Tallangatta,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Bass Coast,3922,Surf Beach,B Property and deception offences,B40 Theft,1,5,,4
Bayside,3186,Brighton,F Other offences,F20 Transport regulation offences,1,,,
Greater Bendigo,3523,Knowsley,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Baw Baw,3825,Coalville,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Strathbogie,3608,Mitchellstown,B Property and deception offences,B20 Property damage,1,,,
Yarra Ranges,3777,Chum Creek,E Justice procedures offences,E20 Breaches of orders,1,1,,0
Macedon Ranges,3458,Trentham East,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
South Gippsland,3950,Strzelecki,A Crimes against the person,A20 Assault and related offences,1,,,
Greater Geelong,3211,Little River,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,6,,5
Indigo,3688,Barnawartha,C Drug offences,C30 Drug use and possession,1,1,,0
Mildura,3490,Ouyen,B Property and deception offences,B50 Deception,1,,,
Moira,3649,Katamatite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Surf Coast,3241,Winchelsea,A Crimes against the person,A20 Assault and related offences,1,15,,14
East Gippsland,3885,Tambo Upper,B Property and deception offences,B40 Theft,1,1,,0
Greater Dandenong,3975,Lyndhurst,E Justice procedures offences,E10 Justice procedures,1,5,,4
Greater Dandenong,3975,Lyndhurst,E Justice procedures offences,E10 Justice procedures,1,5,,4
Greater Shepparton,3616,Tatura,C Drug offences,C10 Drug dealing and trafficking,1,1,,0
Port Phillip,3181,Melbourne,B Property and deception offences,B50 Deception,1,,,
Hepburn,3444,Spring Hill,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Hepburn,3444,Spring Hill,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Whittlesea,3753,Beveridge,B Property and deception offences,B30 Burglary/Break and enter,1,40,,39
Whittlesea,3753,Beveridge,B Property and deception offences,B30 Burglary/Break and enter,1,2,,1
Colac-Otway,3249,Irrewarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Greater Shepparton,3620,St Germains,B Property and deception offences,B50 Deception,1,,,
Indigo,3747,Beechworth,B Property and deception offences,B10 Arson,1,3,,2
Whittlesea,3755,Yan Yean,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Pyrenees,3478,Warrenmang,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Indigo,3688,Indigo Valley,E Justice procedures offences,E10 Justice procedures,1,,,
Bayside,3191,Sandringham,B Property and deception offences,B10 Arson,1,1,,0
Hepburn,3363,Creswick,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,2,,1
Mildura,3496,Merrinee,E Justice procedures offences,E10 Justice procedures,1,,,
Cardinia,3783,Gembrook,E Justice procedures offences,E10 Justice procedures,1,1,,0
Casey,3980,Blind Bight,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Buloke,3533,Nandaly,A Crimes against the person,A20 Assault and related offences,1,,,
Mansfield,3723,Goughs Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Wellington,3858,Glenmaggie,F Other offences,F20 Transport regulation offences,1,,,
Baw Baw,3822,Cloverlea,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Corangamite,3324,Lismore,B Property and deception offences,B50 Deception,1,,,
Buloke,3530,Culgoa,D Public order and security offences,D20 Disorderly and offensive conduct,1,1,,0
Banyule,3095,Eltham North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Monash,3166,Oakleigh East,B Property and deception offences,B10 Arson,1,3,,2
Boroondara,3126,Canterbury,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1,,0
Greater Shepparton,3634,Tallygaroopna,B Property and deception offences,B30 Burglary/Break and enter,1,9,,8
Hindmarsh,3418,Netherby,A Crimes against the person,Other crimes against the person,1,2,,1
Baw Baw,3821,Shady Creek,A Crimes against the person,Other crimes against the person,1,1,,0
Mount Alexander,3453,Harcourt,B Property and deception offences,B10 Arson,1,,,
Greater Shepparton,3631,Grahamvale,A Crimes against the person,Other crimes against the person,1,,,
East Gippsland,3888,Tostaree,B Property and deception offences,B40 Theft,1,1,,0
South Gippsland,3950,Strzelecki,A Crimes against the person,Other crimes against the person,1,,,
Baw Baw,3821,Buln Buln,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Mildura,3498,Irymple,C Drug offences,C20 Cultivate or manufacture drugs,1,1,,0
Latrobe,3844,Loy Yang,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Baw Baw,3821,Crossover,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Horsham,3401,Toolondo,B Property and deception offences,B40 Theft,1,,,
Cardinia,3813,Tynong North,B Property and deception offences,B50 Deception,1,1,,0
Cardinia,3812,Nar Nar Goon,B Property and deception offences,B50 Deception,1,2,,1
Mildura,3496,Cullulleraine,B Property and deception offences,B50 Deception,1,,,
Baw Baw,3824,Thorpdale South,E Justice procedures offences,E20 Breaches of orders,1,,,
Ballarat,3352,Sulky,E Justice procedures offences,E20 Breaches of orders,1,,,
Mildura,3496,Meringur,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Melbourne,3002,East Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,1,2,,1
Moonee Valley,3042,Niddrie,E Justice procedures offences,E10 Justice procedures,1,5,,4
Yarra Ranges,3791,Kallista,B Property and deception offences,B50 Deception,1,2,,1
Mornington Peninsula,3934,Mount Martha,A Crimes against the person,A50 Robbery,1,1,,0
Pyrenees,3351,Chepstowe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Moorabool,3341,Pentland Hills,C Drug offences,C10 Drug dealing and trafficking,1,,,
Greater Bendigo,3550,Bendigo,D Public order and security offences,D40 Public security offences,1,,,
Mount Alexander,3463,Maldon,B Property and deception offences,B20 Property damage,1,2,,1
Mornington Peninsula,3944,Portsea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Yarra Ranges,3770,Yering,B Property and deception offences,B50 Deception,1,,,
Nillumbik,3095,Eltham,F Other offences,F90 Miscellaneous offences,1,,,
West Wimmera,3318,Edenhope,E Justice procedures offences,E10 Justice procedures,1,2,,1
Port Phillip,3206,Middle Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Gannawarra,3581,Lake Charm,B Property and deception offences,B50 Deception,1,,,
Moorabool,3341,Dales Creek,A Crimes against the person,Other crimes against the person,1,,,
Macedon Ranges,3444,Tylden,E Justice procedures offences,E20 Breaches of orders,1,,,
Casey,3975,Lyndhurst,A Crimes against the person,A50 Robbery,1,4,,3
Brimbank,3021,Kealba,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,3,,2
Colac-Otway,3239,Carlisle River,B Property and deception offences,B20 Property damage,1,,,
Greater Bendigo,3556,Whipstick,B Property and deception offences,B40 Theft,1,2,,1
Indigo,3747,Wooragee,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Moonee Valley,3040,Essendon West,E Justice procedures offences,E10 Justice procedures,1,,,
Moorabool,3342,Ingliston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Manningham,3114,Park Orchards,C Drug offences,C10 Drug dealing and trafficking,1,,,
Loddon,3463,Laanecoorie,A Crimes against the person,Other crimes against the person,1,,,
Moyne,3265,Cudgee,A Crimes against the person,Other crimes against the person,1,,,
Surf Coast,3241,Wurdiboluc,B Property and deception offences,B20 Property damage,1,,,
Swan Hill,3595,Nyah West,D Public order and security offences,D30 Public nuisance offences,1,2,,1
Mildura,3496,Werrimull,C Drug offences,C30 Drug use and possession,1,,,
Stonnington,3142,Toorak,B Property and deception offences,B10 Arson,1,2,,1
Moorabool,3352,Mollongghip,B Property and deception offences,B20 Property damage,1,,,
Corangamite,3265,Boorcan,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Moyne,3285,Rosebrook,B Property and deception offences,B40 Theft,1,1,,0
Moira,3637,Waaia,A Crimes against the person,A20 Assault and related offences,1,7,,6
Corangamite,3323,Berrybank,D Public order and security offences,D10 Weapons and explosives offences,1,,,
Colac-Otway,3239,Gellibrand,B Property and deception offences,B20 Property damage,1,,,
Wellington,3873,Gormandale,C Drug offences,C30 Drug use and possession,1,,,
Horsham,3409,Natimuk,B Property and deception offences,B50 Deception,1,,,
Frankston,3198,Seaford,F Other offences,F20 Transport regulation offences,1,,,
Macedon Ranges,3435,Benloch,B Property and deception offences,B40 Theft,1,6,,5
Casey,3980,Blind Bight,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,,,
Moorabool,3340,Long Forest,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1,,0
Glen Eira,3165,Bentleigh East,D Public order and security offences,D40 Public security offences,1,8,,7
Hobsons Bay,3018,Seaholme,E Justice procedures offences,E10 Justice procedures,1,1,,0
Casey,3156,Lysterfield South,C Drug offences,C10 Drug dealing and trafficking,1,,,
Indigo,3749,Bruarong,B Property and deception offences,B40 Theft,1,1,,0
Ararat,3378,Tatyoon,B Property and deception offences,B40 Theft,1,1,,0
Northern Grampians,3475,Logan,B Property and deception offences,B40 Theft,1,1,,0
Kingston,3195,Braeside,C Drug offences,C10 Drug dealing and trafficking,1,2,,1
Latrobe,3840,Jeeralang Junction,D Public order and security offences,D30 Public nuisance offences,1,,,
Moorabool,3357,Buninyong,B Property and deception offences,B30 Burglary/Break and enter,1,26,,25
Mornington Peninsula,3926,Balnarring Beach,B Property and deception offences,B20 Property damage,1,1,,0
Baw Baw,3821,Warragul South,A Crimes against the person,Other crimes against the person,1,,,
Buloke,3525,Charlton,B Property and deception offences,B10 Arson,1,,,
South Gippsland,3956,Tarwin,B Property and deception offences,B30 Burglary/Break and enter,1,1,,0
Cardinia,3782,Avonsleigh,B Property and deception offences,B20 Property damage,1,,,
Benalla,3673,Upper Ryans Creek,F Other offences,F90 Miscellaneous offences,1,,,
Yarra Ranges,3775,Dixons Creek,B Property and deception offences,B30 Burglary/Break and enter,1,2,,1
Wodonga,3691,Bandiana,B Property and deception offences,B30 Burglary/Break and enter,1,2,,1
Moyne,3270,Peterborough,E Justice procedures offences,E20 Breaches of orders,1,,,
Wyndham,3024,Mambourin,C Drug offences,C20 Cultivate or manufacture drugs,1,,,
Moyne,3274,Caramut,D Public order and security offences,D10 Weapons and explosives offences,1,1,,0
Ballarat,3355,Lake Gardens,D Public order and security offences,D30 Public nuisance offences,1,,,
Moira,3636,Numurkah,D Public order and security offences,D30 Public nuisance offences,1,3,,2
Monash,3166,Huntingdale,D Public order and security offences,D30 Public nuisance offences,1,,,
Buloke,3533,Sea Lake,D Public order and security offences,D30 Public nuisance offences,1,,,
Strathbogie,3669,Violet Town,B Property and deception offences,B50 Deception,1,1,,0
Moorabool,3341,Greendale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,,,
Brimbank,3012,Brooklyn,C Drug offences,C10 Drug dealing and trafficking,1,3,,2
Greater Bendigo,3550,Quarry Hill,B Property and deception offences,B10 Arson,1,,,
Mildura,3507,Walpeup,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Moyne,3271,Dundonnell,A Crimes against the person,Other crimes against the person,1,,,
Maroondah,3135,Heathmont,C Drug offences,C30 Drug use and possession,1,5,,4
Greater Bendigo,3523,Derrinal,E Justice procedures offences,E20 Breaches of orders,1,,,
Hume,3429,Sunbury,F Other offences,F20 Transport regulation offences,1,1,,0
South Gippsland,3953,Leongatha,A Crimes against the person,A50 Robbery,1,2,,1
Baw Baw,3824,Thorpdale South,B Property and deception offences,B50 Deception,1,,,
Mount Alexander,3451,Vaughan,B Property and deception offences,B40 Theft,1,,,
Wyndham,3024,Manor Lakes,F Other offences,F20 Transport regulation offences,1,1,,0
Ballarat,3358,Winter Valley,C Drug offences,C10 Drug dealing and trafficking,1,1,,0
Whittlesea,3757,Whittlesea,C Drug offences,C10 Drug dealing and trafficking,1,1,,0
South Gippsland,3966,Welshpool,E Justice procedures offences,E20 Breaches of orders,1,3,,2
Corangamite,3268,Curdies River,B Property and deception offences,B30 Burglary/Break and enter,1,,,
Cardinia,3813,Tynong,B Property and deception offences,B10 Arson,1,3,,2
Warrnambool,3280,Dennington,D Public order and security offences,D30 Public nuisance offences,1,1,,0
Surf Coast,3228,Jan Juc,F Other offences,F90 Miscellaneous offences,1,,,
Kingston,3190,Highett,C Drug offences,C20 Cultivate or manufacture drugs,1,3,,2
Kingston,3190,Highett,C Drug offences,C20 Cultivate or manufacture drugs,1,2,,1
Mansfield,3720,Bonnie Doon,D Public order and security offences,D30 Public nuisance offences,1,1,,0
Moyne,3265,Garvoc,B Property and deception offences,B40 Theft,1,1,,0
