Region,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Metro Outer West,Williams Landing,B Property and deception offences,B30 Burglary/Break and enter,18,72,300.0,54
Metro Inner West,Moonee Ponds,D Public order and security offences,D10 Weapons and explosives offences,18,25,38.888888888888886,7
Metro Inner East,The Basin,B Property and deception offences,B20 Property damage,18,6,-66.66666666666667,-12
Other,Leongatha,B Property and deception offences,B50 Deception,18,12,-33.333333333333336,-6
Other,Lovely Banks,E Justice procedures offences,E20 Breaches of orders,18,10,-44.44444444444444,-8
Metro Inner East,Hughesdale,B Property and deception offences,B20 Property damage,18,39,116.66666666666666,21
Metro Outer East,Lilydale,E Justice procedures offences,E10 Justice procedures,18,26,44.44444444444444,8
Other,Drouin,E Justice procedures offences,E10 Justice procedures,18,33,83.33333333333333,15
Metro Outer West,Manor Lakes,A Crimes against the person,Other crimes against the person,18,13,-27.77777777777778,-5
,Mambourin,A Crimes against the person,A20 Assault and related offences,18,18,0.0,0
Metro Inner East,Malvern East,C Drug offences,C30 Drug use and possession,18,16,-11.111111111111116,-2
Metro Inner North,Brunswick West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",18,12,-33.333333333333336,-6
Other,Echuca,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18,17,-5.555555555555558,-1
Metro Inner East,Oakleigh East,B Property and deception offences,B20 Property damage,18,19,5.555555555555558,1
Other,Heyfield,B Property and deception offences,B40 Theft,18,16,-11.111111111111116,-2
Metro Inner West,Altona North,D Public order and security offences,D10 Weapons and explosives offences,18,13,-27.77777777777778,-5
Metro Outer South,Parkdale,B Property and deception offences,B50 Deception,18,27,50.0,9
Other,Mount Pleasant,A Crimes against the person,A20 Assault and related offences,18,36,100.0,18
,Nar Nar Goon North,B Property and deception offences,B40 Theft,18,25,38.888888888888886,7
Metro Inner West,Deer Park,C Drug offences,C30 Drug use and possession,18,43,138.88888888888889,25
Metro Inner West,Niddrie,A Crimes against the person,A20 Assault and related offences,18,13,-27.77777777777778,-5
Metro Inner West,Albion,D Public order and security offences,D10 Weapons and explosives offences,18,7,-61.111111111111114,-11
Metro Inner East,Glen Waverley,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18,15,-16.666666666666664,-3
,Heywood,E Justice procedures offences,E20 Breaches of orders,18,16,-11.111111111111116,-2
,Dimboola,B Property and deception offences,B40 Theft,18,16,-11.111111111111116,-2
Metro Outer West,Laverton North,C Drug offences,C30 Drug use and possession,18,17,-5.555555555555558,-1
Metro Inner North,Coburg,A Crimes against the person,A50 Robbery,18,9,-50.0,-9
Other,Wallan,C Drug offences,C30 Drug use and possession,18,21,16.666666666666675,3
Other,Breakwater,A Crimes against the person,A20 Assault and related offences,18,23,27.777777777777768,5
Metro Outer South,Aspendale Gardens,A Crimes against the person,A20 Assault and related offences,18,7,-61.111111111111114,-11
Metro Inner,Flemington,C Drug offences,C10 Drug dealing and trafficking,18,24,33.33333333333333,6
Metro Inner South,Bentleigh,A Crimes against the person,Other crimes against the person,18,17,-5.555555555555558,-1
Metro Inner,Southbank,D Public order and security offences,D30 Public nuisance offences,18,24,33.33333333333333,6
Other,Curlewis,A Crimes against the person,A20 Assault and related offences,18,13,-27.77777777777778,-5
Metro Inner East,Blackburn,A Crimes against the person,Other crimes against the person,18,11,-38.888888888888886,-7
Metro Inner,Clifton Hill,B Property and deception offences,B50 Deception,18,20,11.111111111111116,2
Other,Mount Duneed,B Property and deception offences,B20 Property damage,18,31,72.22222222222223,13
Metro Inner,Fitzroy North,A Crimes against the person,Other crimes against the person,18,17,-5.555555555555558,-1
Other,Warragul,D Public order and security offences,D20 Disorderly and offensive conduct,18,12,-33.333333333333336,-6
Metro Outer South,Hastings,D Public order and security offences,D10 Weapons and explosives offences,18,24,33.33333333333333,6
Other,Benalla,D Public order and security offences,D30 Public nuisance offences,18,13,-27.77777777777778,-5
Other,Flora Hill,B Property and deception offences,B20 Property damage,18,32,77.77777777777777,14
Metro Inner,South Yarra,C Drug offences,C10 Drug dealing and trafficking,18,17,-5.555555555555558,-1
Other,Noble Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18,16,-11.111111111111116,-2
Other,Noble Park,D Public order and security offences,D30 Public nuisance offences,18,14,-22.22222222222222,-4
,Marong,B Property and deception offences,B40 Theft,18,14,-22.22222222222222,-4
Other,Daylesford,B Property and deception offences,B30 Burglary/Break and enter,18,33,83.33333333333333,15
,Mortlake,B Property and deception offences,B40 Theft,18,21,16.666666666666675,3
Other,Longwarry,E Justice procedures offences,E20 Breaches of orders,18,14,-22.22222222222222,-4
Metro Inner East,Doncaster East,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",18,10,-44.44444444444444,-8
Metro Outer South,Berwick,D Public order and security offences,D10 Weapons and explosives offences,18,30,66.66666666666667,12
Metro Inner West,Keilor Lodge,B Property and deception offences,B40 Theft,18,6,-66.66666666666667,-12
Metro Inner West,Ascot Vale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",18,22,22.222222222222232,4
Metro Inner West,Altona,E Justice procedures offences,E10 Justice procedures,18,20,11.111111111111116,2
Metro Outer North,Gladstone Park,B Property and deception offences,B30 Burglary/Break and enter,18,23,27.777777777777768,5
Metro Inner West,Sunshine West,D Public order and security offences,D10 Weapons and explosives offences,18,18,0.0,0
Metro Inner West,Sunshine,B Property and deception offences,B10 Arson,18,6,-66.66666666666667,-12
Metro Inner West,Moonee Ponds,D Public order and security offences,D20 Disorderly and offensive conduct,18,8,-55.55555555555556,-10
Other,Korumburra,B Property and deception offences,B30 Burglary/Break and enter,18,38,111.11111111111111,20
Other,Maiden Gully,A Crimes against the person,A20 Assault and related offences,18,7,-61.111111111111114,-11
Other,Springvale,C Drug offences,C10 Drug dealing and trafficking,18,31,72.22222222222223,13
Metro Inner West,Strathmore,E Justice procedures offences,E20 Breaches of orders,18,10,-44.44444444444444,-8
Other,Corio,D Public order and security offences,D20 Disorderly and offensive conduct,18,12,-33.333333333333336,-6
Metro Inner West,Laverton,C Drug offences,C30 Drug use and possession,18,24,33.33333333333333,6
,Shepparton North,B Property and deception offences,B30 Burglary/Break and enter,18,10,-44.44444444444444,-8
,Venus Bay,B Property and deception offences,B30 Burglary/Break and enter,18,11,-38.888888888888886,-7
Metro Inner West,Williamstown,D Public order and security offences,D20 Disorderly and offensive conduct,18,9,-50.0,-9
Metro Inner East,Oakleigh,A Crimes against the person,Other crimes against the person,18,19,5.555555555555558,1
,Launching Place,B Property and deception offences,B40 Theft,18,21,16.666666666666675,3
Metro Inner East,Hawthorn,D Public order and security offences,D10 Weapons and explosives offences,18,9,-50.0,-9
Other,East Bendigo,A Crimes against the person,A20 Assault and related offences,18,21,16.666666666666675,3
Metro Inner East,Templestowe Lower,B Property and deception offences,B50 Deception,18,21,16.666666666666675,3
,Jackass Flat,B Property and deception offences,B40 Theft,18,21,16.666666666666675,3
Metro Inner,North Melbourne CBD,A Crimes against the person,A50 Robbery,18,9,-50.0,-9
Metro Outer West,Melton West,A Crimes against the person,Other crimes against the person,18,23,27.777777777777768,5
Other,Creswick,A Crimes against the person,A20 Assault and related offences,18,21,16.666666666666675,3
Other,West Wodonga,B Property and deception offences,B10 Arson,18,16,-11.111111111111116,-2
Metro Inner West,Seddon,A Crimes against the person,A20 Assault and related offences,18,39,116.66666666666666,21
Other,East Bendigo,B Property and deception offences,B20 Property damage,18,18,0.0,0
Metro Inner West,Ascot Vale,E Justice procedures offences,E10 Justice procedures,18,16,-11.111111111111116,-2
Metro Outer North,South Morang,E Justice procedures offences,E10 Justice procedures,18,16,-11.111111111111116,-2
Other,Tatura,B Property and deception offences,B20 Property damage,18,27,50.0,9
Metro Inner West,Maribyrnong,A Crimes against the person,A50 Robbery,18,17,-5.555555555555558,-1
Metro Inner North,Montmorency,A Crimes against the person,A20 Assault and related offences,18,18,0.0,0
Other,Belmont,C Drug offences,C30 Drug use and possession,18,26,44.44444444444444,8
Other,Cobblebank,B Property and deception offences,B20 Property damage,18,17,-5.555555555555558,-1
Metro Outer South,Baxter,A Crimes against the person,A20 Assault and related offences,18,11,-38.888888888888886,-7
Other,Yarrawonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",18,12,-33.333333333333336,-6
Other,Huntly,B Property and deception offences,B30 Burglary/Break and enter,18,15,-16.666666666666664,-3
Metro Outer North,Coolaroo,B Property and deception offences,B50 Deception,18,21,16.666666666666675,3
Metro Inner West,Strathmore,B Property and deception offences,B50 Deception,18,11,-38.888888888888886,-7
Other,Delacombe,B Property and deception offences,B50 Deception,18,19,5.555555555555558,1
Metro Inner,Windsor,E Justice procedures offences,E10 Justice procedures,18,25,38.888888888888886,7
Metro Inner North,Greensborough,C Drug offences,C30 Drug use and possession,18,35,94.44444444444444,17
Metro Inner East,Rowville,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18,11,-38.888888888888886,-7
Other,Mount Clear,B Property and deception offences,B20 Property damage,18,15,-16.666666666666664,-3
Other,Frankston North,E Justice procedures offences,E10 Justice procedures,18,12,-33.333333333333336,-6
Metro Inner,Princes Hill,B Property and deception offences,B30 Burglary/Break and enter,18,25,38.888888888888886,7
Metro Inner West,Sunshine West,A Crimes against the person,Other crimes against the person,18,22,22.222222222222232,4
Metro Inner North,Rosanna,E Justice procedures offences,E20 Breaches of orders,18,9,-50.0,-9
Metro Inner,Middle Park,B Property and deception offences,B20 Property damage,18,33,83.33333333333333,15
Metro Outer East,Upwey,E Justice procedures offences,E20 Breaches of orders,18,8,-55.55555555555556,-10
Other,Rutherglen,B Property and deception offences,B40 Theft,18,30,66.66666666666667,12
Metro Inner East,Surrey Hills,B Property and deception offences,B50 Deception,17,17,0.0,0
Metro Inner South,Bentleigh,C Drug offences,C30 Drug use and possession,17,20,17.647058823529417,3
Other,Darley,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17,19,11.764705882352944,2
Metro Inner,Port Melbourne CBD,C Drug offences,C10 Drug dealing and trafficking,17,17,0.0,0
Metro Inner East,Templestowe,A Crimes against the person,Other crimes against the person,17,11,-35.29411764705882,-6
Metro Inner East,Bayswater,D Public order and security offences,D10 Weapons and explosives offences,17,13,-23.529411764705888,-4
Metro Inner West,Sunshine North,C Drug offences,C10 Drug dealing and trafficking,17,11,-35.29411764705882,-6
Metro Inner West,Taylors Lakes,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17,9,-47.05882352941176,-8
Metro Inner East,Doncaster,E Justice procedures offences,E10 Justice procedures,17,20,17.647058823529417,3
Other,Bannockburn,E Justice procedures offences,E20 Breaches of orders,17,10,-41.17647058823529,-7
,Maldon,B Property and deception offences,B40 Theft,17,27,58.823529411764696,10
Metro Outer North,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,17,6,-64.70588235294117,-11
Metro Inner North,Brunswick West,E Justice procedures offences,E10 Justice procedures,17,15,-11.764705882352944,-2
Metro Inner West,Keilor Downs,D Public order and security offences,D10 Weapons and explosives offences,17,12,-29.411764705882348,-5
Other,Gisborne,B Property and deception offences,B30 Burglary/Break and enter,17,26,52.941176470588225,9
Metro Inner North,Heidelberg Heights,C Drug offences,C30 Drug use and possession,17,21,23.529411764705888,4
Other,Yarrawonga,D Public order and security offences,D20 Disorderly and offensive conduct,17,7,-58.82352941176471,-10
Other,East Bendigo,B Property and deception offences,B30 Burglary/Break and enter,17,26,52.941176470588225,9
Metro Inner South,Chelsea Heights,B Property and deception offences,B50 Deception,17,12,-29.411764705882348,-5
Metro Inner North,Viewbank,B Property and deception offences,B30 Burglary/Break and enter,17,26,52.941176470588225,9
Metro Inner West,Keilor Park,B Property and deception offences,B50 Deception,17,10,-41.17647058823529,-7
Metro Inner West,Ascot Vale,C Drug offences,C30 Drug use and possession,17,64,276.4705882352941,47
,Wy Yung,E Justice procedures offences,E20 Breaches of orders,17,21,23.529411764705888,4
